transaction_id,date,description_raw,description_clean,amount,gst_rate,cgst_amount,sgst_amount,igst_amount,vendor_name,vendor_gstin,document_type,category,category_key,itc_eligible,itc_blocked_reason,source
TXN000351,2026-09-01,Bhatnagar Ltd - Capital Asset Purchase - industrial sewing machine,Bhatnagar Ltd - Capital Asset Purchase - industrial sewing machine,244851.58,18,0.0,0.0,44073.28,Bhatnagar Ltd,24MKLTR8249N4ZE,invoice,Capital Goods,capital_goods,Eligible,,synthetic
TXN000003,2024-05-22,"Payment to Chaudry, Chahal and Sami for packaging material","Payment to Chaudry, Chahal and Sami for packaging material",92968.7,18,0.0,0.0,16734.37,"Chaudry, Chahal and Sami",,bank_statement_line,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN001401,2025-10-03,OFFICE STAFF LUNCH CATERING ORDER - RANGANATHAN LLC,Office staff lunch catering order - Ranganathan LLC,15626.88,5,390.67,390.67,0.0,Ranganathan LLC,29JHFPZ7292A5ZY,invoice,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN002693,2025-01-16,professional tax pmt payment,professional tax payment payment,44530.94,exempt,0.0,0.0,0.0,"Mistry, Sahota and Narasimhan",19VEDZZ9025G5ZG,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN000277,2024-03-01,"Purchase  of CNC lathe - Shere, Sachdev and Bhagat","Purchase of CNC lathe - Shere, Sachdev and Bhagat",212965.87,18,19166.93,19166.93,0.0,"Shere, Sachdev and Bhagat",23KEJJQ2958U5ZY,receipt,Capital Goods,capital_goods,Eligible,,synthetic
TXN001127,2026-08-23,Nanda-Majumdar - Bank Charges,Nanda-Majumdar - Bank Charges,1676.85,18,150.91,150.91,0.0,Nanda-Majumdar,29CYIIE1415O9ZA,invoice,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN001889,2025-05-15,EMPLOYEE EMPLOYEE LEAVE TRAVEL AIRFARE BOOKING - CHOPRA LTD,Employee employee leave travel airfare booking - Chopra Ltd,44791.89,5,1119.8,1119.8,0.0,Chopra Ltd,27ZNMAG3766H1Z3,invoice,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001491,2025-10-22,Catering pymt - Nori Group,Catering payment - Nori Group,3491.69,5,87.29,87.29,0.0,Nori Group,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN001593,2025-11-06,"Office client meeting refreshments order - Sarma, Anand and Kaul","Office client meeting refreshments order - Sarma, Anand and Kaul",10411.34,5,260.29,260.29,0.0,"Sarma, Anand and Kaul",29DAVRZ4570X4ZH,receipt,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN000272,2026-06-21,Sabharwal-Tandon - Capital Asset purch - CNC lathe,Sabharwal-Tandon - Capital Asset Purchase - CNC lathe,660835.56,18,0.0,0.0,118950.4,Sabharwal-Tandon,,bank_statement_line,Capital Goods,capital_goods,Eligible,,synthetic
TXN002429,2025-04-08,"SALE INVOICE TO VOHRA, CHACKO AND MANNAN","Sale invoice to Vohra, Chacko and Mannan",228629.85,18,20576.69,20576.69,0.0,"Vohra, Chacko and Mannan",33MNZCV4878X4ZP,receipt,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002048,2026-10-07,"employee medical reimbursement premium pmt - Ben, Yogi and Goda","employee medical reimbursement premium payment - Ben, Yogi and Goda",3428.24,18,308.54,308.54,0.0,"Ben, Yogi and Goda",36CIFVC8504O7Z2,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN001906,2024-03-23,EMPLOYEE STAFF OUTING TRAVEL BOOKING BOOKING - GUHA PLC,Employee staff outing travel booking booking - Guha PLC,68300.51,5,0.0,0.0,3415.03,Guha PLC,27EPFWX4148W1ZR,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001808,2025-07-03,home travel concession booking - Vora-Pandya,home travel concession booking - Vora-Pandya,2866.52,5,71.67,71.67,0.0,Vora-Pandya,,bank_statement_line,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN000010,2026-09-21,Payment to Kale LLC for printed labels,Payment to Kale LLC for printed labels,67997.18,18,6119.74,6119.74,0.0,Kale LLC,24AOPAS0003Q4ZR,invoice,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN002680,2025-06-14,employee PF contribution payment,employee PF contribution payment,40696.39,exempt,0.0,0.0,0.0,Kibe and Sons,32AXWQM1073C3ZB,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN001823,2024-08-09,Employee home travel concession booking booking - Banik-Deshpande,Employee home travel concession booking booking - Banik-Deshpande,20045.02,5,501.12,501.12,0.0,Banik-Deshpande,19NTSZW4404J4ZJ,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001053,2025-12-21,GHOSE-GODA - BANK CHARGES,Ghose-Goda - Bank Charges,2402.14,18,0.0,0.0,432.39,Ghose-Goda,09PZBLQ4555J8ZQ,receipt,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN001439,2025-09-22,OFFICE FESTIVAL SWEETS ORDER ORDER - CHOPRA INC,Office festival sweets order order - Chopra Inc,14789.88,5,369.75,369.75,0.0,Chopra Inc,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN000792,2025-10-04,Kata-Borra  - Shop Rent Payment,Kata-Borra - Shop Rent Payment,22944.98,18,2065.05,2065.05,0.0,Kata-Borra,,bank_statement_line,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN001781,2025-02-28,Behl Group - Membership Fee,Behl Group - Membership Fee,27004.03,18,2430.36,2430.36,0.0,Behl Group,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN001756,2024-12-03,sane group - membership fee,Sane Group - Membership Fee,46540.7,18,0.0,0.0,8377.33,Sane Group,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN001680,2025-07-08,Apte Ltd - Membership Fee,Apte Ltd - Membership Fee,35375.02,18,0.0,0.0,6367.5,Apte Ltd,33MEAAK9887C8ZN,receipt,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN002510,2026-07-27,Payment received from Varty-Pathak for retail sale,Payment received from Varty-Pathak for retail sale,385782.64,18,34720.44,34720.44,0.0,Varty-Pathak,,bank_statement_line,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN001468,2024-11-16,CATERING PAYMENT - CHAND AND SONS,Catering payment - Chand and Sons,14173.93,5,354.35,354.35,0.0,Chand and Sons,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN001350,2026-08-18,vehicle car servicing - chawla-jha,Vehicle car servicing - Chawla-Jha,41000.13,28,0.0,0.0,11480.04,Chawla-Jha,36XYDSA4857F8Z4,invoice,Motor Vehicle Expenses,motor_vehicle,Blocked,"Sec 17(5)(a) blocks ITC on motor vehicles for transport of persons (seating <=13) and related services, unless used for further supply, passenger transport, or driving training.",synthetic
TXN001548,2025-05-10,Nadig-Manne - office tea/coffee supplies,Nadig-Manne - office tea/coffee supplies,18338.88,5,458.47,458.47,0.0,Nadig-Manne,32YAAJV3372P8Z4,invoice,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN002151,2026-12-18,Chahal-Kale - staff life insurance premium,Chahal-Kale - staff life insurance premium,40720.09,18,3664.81,3664.81,0.0,Chahal-Kale,,bank_statement_line,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN001252,2024-02-25,Vehicle vehicle insurance premium - Magar-Rajan,Vehicle vehicle insurance premium - Magar-Rajan,32861.29,28,4600.58,4600.58,0.0,Magar-Rajan,,bank_statement_line,Motor Vehicle Expenses,motor_vehicle,Blocked,"Sec 17(5)(a) blocks ITC on motor vehicles for transport of persons (seating <=13) and related services, unless used for further supply, passenger transport, or driving training.",synthetic
TXN000986,2026-05-05,"ben, gola and kapoor - electricity bill payment","Ben, Gola and Kapoor - electricity bill payment",7765.76,18,698.92,698.92,0.0,"Ben, Gola and Kapoor",,bank_statement_line,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN001610,2024-08-15,Patel Inc - Membership Fee,Patel Inc - Membership Fee,35353.31,18,0.0,0.0,6363.6,Patel Inc,33AKMBK3975Z8ZZ,invoice,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN001044,2024-07-03,THAKKAR-NAGY - ACCOUNT MAINTENANCE CHARGE,Thakkar-Nagy - account maintenance charge,4654.3,18,0.0,0.0,837.77,Thakkar-Nagy,29FARBE2292P9ZH,invoice,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN002208,2026-11-12,"Panchal, Balakrishnan and Chana - building repair works contract","Panchal, Balakrishnan and Chana - building repair works contract",662289.46,18,0.0,0.0,119212.1,"Panchal, Balakrishnan and Chana",19XNDYB4927Z2Z1,invoice,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN002594,2026-11-22,Sale invoice to Dara-Ben,Sale invoice to Dara-Ben,267835.84,18,24105.22,24105.22,0.0,Dara-Ben,33QQLEI1671J6Z5,invoice,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002595,2026-10-25,Sale invc to Khatri PLC,Sale invoice to Khatri PLC,187065.7,18,16835.92,16835.92,0.0,Khatri PLC,33HBADF2330H8Z4,invoice,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN001835,2025-12-26,staff outing travel booking - Prabhu Group,staff outing travel booking - Prabhu Group,48792.04,5,1219.8,1219.8,0.0,Prabhu Group,27ZLQZJ6515F3ZC,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN000584,2026-04-14,"Nazareth, Barman and Balakrishnan - IT support services invoice","Nazareth, Barman and Balakrishnan - IT support services invoice",49780.25,18,4480.22,4480.22,0.0,"Nazareth, Barman and Balakrishnan",,bank_statement_line,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN000642,2026-01-14,Lease  rental to Koshy LLC for shop premises,Lease rental to Koshy LLC for shop premises,82672.94,18,0.0,0.0,14881.13,Koshy LLC,,bank_statement_line,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN002387,2025-09-23,Lall-Lalla - warehouse construction contract,Lall-Lalla - warehouse construction contract,948292.42,18,85346.32,85346.32,0.0,Lall-Lalla,07RQCRB4769I2ZO,invoice,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN000832,2024-01-24,water supply charges - mitter and sons,water supply charges - Mitter and Sons,12649.57,18,1138.46,1138.46,0.0,Mitter and Sons,29NQBSO7312K1ZC,invoice,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN000384,2026-06-07,"industrial sewing machine installation invc from Chokshi, Swaminathan and Sawhney","industrial sewing machine installation invoice from Chokshi, Swaminathan and Sawhney",84966.64,18,0.0,0.0,15294.0,"Chokshi, Swaminathan and Sawhney",24PLRQG9811X5ZG,receipt,Capital Goods,capital_goods,Eligible,,synthetic
TXN002700,2026-08-07,staff salary pymt payment,staff salary payment payment,46148.94,exempt,0.0,0.0,0.0,Gour-Ahuja,19QJZLO6019G2ZF,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN002472,2025-07-05,"PAYMENT RECEIVED FROM PALAN, SEN AND SARIN FOR BULK ORDER","Payment received from Palan, Sen and Sarin for bulk order",416078.53,18,37447.07,37447.07,0.0,"Palan, Sen and Sarin",33RKITG5735Y9Z5,receipt,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN000952,2024-08-30,Bora-Badal - telephone/mobile plan bill payment,Bora-Badal - telephone/mobile plan bill payment,8591.44,18,773.23,773.23,0.0,Bora-Badal,,bank_statement_line,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN001732,2026-05-14,wellness center package - Khosla-Dua,wellness center package - Khosla-Dua,42622.37,18,3836.01,3836.01,0.0,Khosla-Dua,32SQOKO9330E1ZN,invoice,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN000610,2025-07-13,Sankar and Sons - Shop Rent Payment,Sankar and Sons - Shop Rent Payment,88619.12,18,0.0,0.0,15951.44,Sankar and Sons,09JYZFJ1539I9ZA,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN002235,2025-06-22,Construction payment - Iyer-Raval for warehouse construction contract,Construction payment - Iyer-Raval for warehouse construction contract,138091.76,18,0.0,0.0,24856.52,Iyer-Raval,27QMVZA2670R2Z0,invoice,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN001778,2026-08-26,Rai-Bassi - Membership Fee,Rai-Bassi - Membership Fee,48884.15,18,4399.57,4399.57,0.0,Rai-Bassi,23OMNZW0028O6ZR,receipt,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN000813,2025-09-01,Loyal-Tailor - water supply bill pmt,Loyal-Tailor - water supply bill payment,8857.96,18,797.22,797.22,0.0,Loyal-Tailor,07BITTX0798R5Z9,invoice,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN002187,2024-07-12,DUBEY PLC - EMPLOYEE GROUP HEALTH INSURANCE,Dubey PLC - employee group health insurance,88873.69,18,0.0,0.0,15997.26,Dubey PLC,,bank_statement_line,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN001921,2024-01-06,employee leave travel airfare - chowdhury-subramaniam,employee leave travel airfare - Chowdhury-Subramaniam,46849.3,5,0.0,0.0,2342.47,Chowdhury-Subramaniam,09TJRND8994A5Z2,invoice,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN000780,2024-05-17,Lease rental to Butala Group for godown,Lease rental to Butala Group for godown,82311.04,18,7407.99,7407.99,0.0,Butala Group,,bank_statement_line,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN000257,2024-09-07,CNC lathe installation invoice from Bora Inc,CNC lathe installation invoice from Bora Inc,510748.12,18,45967.33,45967.33,0.0,Bora Inc,,bank_statement_line,Capital Goods,capital_goods,Eligible,,synthetic
TXN001429,2024-05-27,office office tea/coffee supplies order - din inc,Office office tea/coffee supplies order - Din Inc,18043.78,5,0.0,0.0,902.19,Din Inc,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN000034,2025-12-27,Payment to Dutta Ltd for printed labels,Payment to Dutta Ltd for printed labels,123947.32,18,11155.26,11155.26,0.0,Dutta Ltd,07VCWGM6308F8ZN,receipt,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN002691,2026-11-13,Soni  Ltd - employee PF contribution,Soni Ltd - employee PF contribution,16509.91,exempt,0.0,0.0,0.0,Soni Ltd,24CHGKU4577F6ZI,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN000518,2025-03-11,"Tripathi, Tripathi and Bahri - IT support services invoice","Tripathi, Tripathi and Bahri - IT support services invoice",40479.88,18,3643.19,3643.19,0.0,"Tripathi, Tripathi and Bahri",36XMCTX9713K6Z5,receipt,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN002176,2026-07-06,staff life insurance premium premium payment - Mahajan LLC,staff life insurance premium premium payment - Mahajan LLC,62838.84,18,5655.49,5655.49,0.0,Mahajan LLC,07QCIMY0239C5ZQ,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN001629,2024-04-25,Dyal-Biswas - Membership Fee,Dyal-Biswas - Membership Fee,38650.48,18,3478.55,3478.55,0.0,Dyal-Biswas,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN000552,2024-09-09,Professional fees to Prabhu-Sawhney for payroll processing,Professional fees to Prabhu-Sawhney for payroll processing,18016.1,18,0.0,0.0,3242.9,Prabhu-Sawhney,33MDZQR3270B4ZS,receipt,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN002348,2026-01-29,Construction pmt - Sridhar-Deol for flooring and fixtures work,Construction payment - Sridhar-Deol for flooring and fixtures work,511092.59,18,45998.33,45998.33,0.0,Sridhar-Deol,,bank_statement_line,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN000389,2024-09-25,"Purchase of office desktop computers - Sani, Chaudhary and Contractor","Purchase of office desktop computers - Sani, Chaudhary and Contractor",478373.79,18,43053.64,43053.64,0.0,"Sani, Chaudhary and Contractor",,bank_statement_line,Capital Goods,capital_goods,Eligible,,synthetic
TXN000043,2026-07-20,"Payment to Issac, Dua and Prakash for raw cotton","Payment to Issac, Dua and Prakash for raw cotton",42084.41,18,0.0,0.0,7575.19,"Issac, Dua and Prakash",23ZMKIC1446M9ZC,receipt,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN001300,2026-03-06,Sethi-Deol - car repair,Sethi-Deol - car repair,19258.07,28,0.0,0.0,5392.26,Sethi-Deol,33GDJWB2920T7ZL,receipt,Motor Vehicle Expenses,motor_vehicle,Blocked,"Sec 17(5)(a) blocks ITC on motor vehicles for transport of persons (seating <=13) and related services, unless used for further supply, passenger transport, or driving training.",synthetic
TXN002650,2025-02-15,municipal tax paymnt payment,municipal tax payment payment,23973.19,exempt,0.0,0.0,0.0,"Kapur, Batta and Mall",33OYMAA7164W8ZB,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN001852,2024-01-01,"EMPLOYEE STAFF OUTING TRAVEL BOOKING BOOKING - NAGAR, SASTRY AND DALAL","Employee staff outing travel booking booking - Nagar, Sastry and Dalal",34535.41,5,0.0,0.0,1726.77,"Nagar, Sastry and Dalal",32NZBPU1112Y2ZL,invoice,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN000404,2026-12-04,IT support chgs - Palla PLC,IT support charges - Palla PLC,3703.36,18,333.3,333.3,0.0,Palla PLC,19QWSOU7515G9ZD,receipt,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN000819,2026-12-09,telephone/mobile plan charges - Deshmukh LLC,telephone/mobile plan charges - Deshmukh LLC,9708.25,18,873.74,873.74,0.0,Deshmukh LLC,07WWRMY4241Z1Z3,receipt,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN000220,2024-05-29,purchse of industrial sewing machine - Mohan Ltd,Purchase of industrial sewing machine - Mohan Ltd,603671.34,18,0.0,0.0,108660.84,Mohan Ltd,07KQNEF8117B9Z3,receipt,Capital Goods,capital_goods,Eligible,,synthetic
TXN001687,2025-05-08,Ramesh-Divan - Membership Fee,Ramesh-Divan - Membership Fee,43182.98,18,0.0,0.0,7772.94,Ramesh-Divan,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN002150,2024-08-23,staff life insurance premium premium payment - Panchal-Morar,staff life insurance premium premium payment - Panchal-Morar,39631.97,18,3566.88,3566.88,0.0,Panchal-Morar,,bank_statement_line,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN001618,2024-06-11,Chand-Nigam - Membership Fee,Chand-Nigam - Membership Fee,26890.55,18,2420.15,2420.15,0.0,Chand-Nigam,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN001854,2024-08-26,Employee staff outing travel booking booking - Contractor-Aurora,Employee staff outing travel booking booking - Contractor-Aurora,28190.53,5,704.76,704.76,0.0,Contractor-Aurora,07LJUDI9809W6Z9,invoice,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001836,2025-08-01,home travel concession booking - Kalita-Vohra,home travel concession booking - Kalita-Vohra,67044.87,5,0.0,0.0,3352.24,Kalita-Vohra,,bank_statement_line,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001510,2026-05-03,Office staff lunch catering order - Vaidya LLC,Office staff lunch catering order - Vaidya LLC,5304.86,5,132.62,132.62,0.0,Vaidya LLC,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN001865,2025-10-15,"Employee home travel concession booking booking - Parekh, Muni and Natarajan","Employee home travel concession booking booking - Parekh, Muni and Natarajan",28883.89,5,722.1,722.1,0.0,"Parekh, Muni and Natarajan",19XLVZP2194X4Z9,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN002610,2025-11-18,subramaniam llc - government license fee,Subramaniam LLC - government license fee,10486.91,exempt,0.0,0.0,0.0,Subramaniam LLC,32ISZFE3070S7ZH,invoice,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN001552,2026-04-07,OFFICE OFFICE TEA/COFFEE SUPPLIES ORDER - BAJAJ AND SONS,Office office tea/coffee supplies order - Bajaj and Sons,11414.59,5,285.37,285.37,0.0,Bajaj and Sons,19KKNMF0631E8ZU,receipt,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN000319,2026-02-25,Raja PLC - Capital Asset Purchase - packing machine,Raja PLC - Capital Asset Purchase - packing machine,299956.29,18,26996.06,26996.06,0.0,Raja PLC,27QYCNY0476F9ZC,receipt,Capital Goods,capital_goods,Eligible,,synthetic
TXN001959,2025-01-01,"Employee staff outing travel booking booking - Raman, Shenoy and Khurana","Employee staff outing travel booking booking - Raman, Shenoy and Khurana",52011.57,5,1300.29,1300.29,0.0,"Raman, Shenoy and Khurana",09BBDLF1800Z8ZJ,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN000576,2025-08-11,"payroll processing charges - Bhakta, Dash and Vasa","payroll processing charges - Bhakta, Dash and Vasa",45391.64,18,0.0,0.0,8170.5,"Bhakta, Dash and Vasa",,bank_statement_line,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN002311,2025-09-27,Construction payment - Chacko LLC for shop renovation works,Construction payment - Chacko LLC for shop renovation works,865885.26,18,0.0,0.0,155859.35,Chacko LLC,07RGQJY4199Z5ZP,invoice,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN000157,2025-04-04,"paymnt to Shetty, Bedi and Krish for raw plastic pellets","Payment to Shetty, Bedi and Krish for raw plastic pellets",134193.13,18,12077.38,12077.38,0.0,"Shetty, Bedi and Krish",07TAWAB3919B9Z0,invoice,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN002747,2024-06-09,Dani Inc - government license fee,Dani Inc - government license fee,33441.98,exempt,0.0,0.0,0.0,Dani Inc,33PCVKF8872T9Z2,invoice,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN001813,2024-10-08,Employee home travel concession booking booking - Dalal-Johal,Employee home travel concession booking booking - Dalal-Johal,4840.84,5,121.02,121.02,0.0,Dalal-Johal,09JWUEB1954O2ZX,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001763,2024-05-27,"Bawa, Gupta and Manne - Membership Fee","Bawa, Gupta and Manne - Membership Fee",46227.01,18,4160.43,4160.43,0.0,"Bawa, Gupta and Manne",07XKOEK4445L9Z1,receipt,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
